Domain,Type,TLD Manager,RDAP URLs,DNSSEC,Search
.pro,generic-restricted,Identity Digital Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.prod,generic,Charleston Road Registry Inc.,https://pubapi.registry.google/rdap/,Yes,Yes
.productions,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.prof,generic,Charleston Road Registry Inc.,https://pubapi.registry.google/rdap/,Yes,Yes
.progressive,generic,Progressive Casualty Insurance Company,https://rdap.identitydigital.services/rdap/,Yes,Yes
.promo,generic,Identity Digital Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.properties,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.property,generic,Digital Property Infrastructure Limited,https://whois.uniregistry.net/rdap/,Yes,Yes
.protection,generic,XYZ.COM LLC,https://rdap.centralnic.com/protection/,Yes,Yes
.pru,generic,"Prudential Financial, Inc.",https://rdap.nic.pru/,Yes,No
.prudential,generic,"Prudential Financial, Inc.",https://rdap.nic.prudential/,Yes,No
.ps,country-code,"Ministry of Telecommunications & Information Technology, Government Computer Center",,No,No
.pt,country-code,Associação DNS.PT,,Yes,No
.pub,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.pw,country-code,Micronesia Investment and Development Corporation,https://rdap.centralnic.com/pw/,Yes,No
.pwc,generic,PricewaterhouseCoopers LLP,https://rdap.identitydigital.services/rdap/,Yes,Yes
.py,country-code,NIC-PY,,Yes,No
.qa,country-code,Communications Regulatory Authority,,No,No
.qpon,generic,DOTQPON LLC.,https://rdap.centralnic.com/qpon/,Yes,Yes
.quebec,generic,PointQuébec Inc,https://rdap.nic.quebec/,Yes,No
.quest,generic,XYZ.COM LLC,https://rdap.centralnic.com/quest/,Yes,Yes
.qvc,generic,Not assigned,,No,No
.racing,generic,Premier Registry Limited,https://rdap.nic.racing/,Yes,Yes
.radio,generic,European Broadcasting Union (EBU),https://rdap.nic.radio/,Yes,Yes
.raid,generic,Not assigned,,No,No
.re,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://rdap.nic.re/,Yes,No
.read,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/read/,Yes,Yes
.realestate,generic,dotRealEstate LLC,https://rdap.nominet.uk/realestate/,Yes,No
.realtor,generic,Real Estate Domains LLC,https://rdap.nominet.uk/realtor/,Yes,No
.realty,generic,Internet Naming Co.,https://rdap.registry.click/rdap/,Yes,Yes
.recipes,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.red,generic,Identity Digital Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.redstone,generic,Not assigned,,No,No
.redumbrella,generic,"Travelers TLD, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.rehab,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.reise,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.reisen,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.reit,generic,"National Association of Real Estate Investment Trusts, Inc.",https://rdap.centralnic.com/reit/,Yes,Yes
.reliance,generic,Reliance Industries Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.ren,generic,ZDNS International Limited,https://rdap.zdnsgtld.com/ren/,Yes,Yes
.rent,generic,XYZ.COM LLC,https://rdap.centralnic.com/rent/,Yes,Yes
.rentals,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.repair,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.report,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.republican,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.rest,generic,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable,https://rdap.registry.bar/rdap/,Yes,Yes
.restaurant,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.review,generic,dot Review Limited,https://rdap.nic.review/,Yes,Yes
.reviews,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.rexroth,generic,Robert Bosch GMBH,https://rdap.identitydigital.services/rdap/,Yes,Yes
.rich,generic,iRegistry GmbH,https://rdap.identitydigital.services/rdap/,Yes,Yes
.richardli,generic,Pacific Century Asset Management (HK) Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.ricoh,generic,"Ricoh Company, Ltd.",https://rdap.gmoregistry.net/rdap/,Yes,Yes
.rightathome,generic,Not assigned,,No,No
.ril,generic,Reliance Industries Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.rio,generic,Empresa Municipal de Informática SA - IPLANRIO,https://rdap.gtlds.nic.br/,Yes,Yes
.rip,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.rmit,generic,Not assigned,,No,No
.ro,country-code,National Institute for R&D in Informatics,,Yes,No
.rocher,generic,Not assigned,,No,No
.rocks,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.rodeo,generic,"Registry Services, LLC",https://rdap.nic.rodeo/,Yes,No
.rogers,generic,Rogers Communications Canada Inc.,https://rdap.identitydigital.services/rdap/,Yes,Yes
.room,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/room/,Yes,Yes
.rs,country-code,Serbian National Internet Domain Registry (RNIDS),,Yes,No
.rsvp,generic,Charleston Road Registry Inc.,https://pubapi.registry.google/rdap/,Yes,Yes
.ru,country-code,Coordination Center for TLD RU,,Yes,No
.rugby,generic,World Rugby Strategic Developments Limited,https://rdap.nic.rugby/,Yes,Yes
.ruhr,generic,dotSaarland GmbH,https://rdap.centralnic.com/ruhr/,Yes,Yes
.run,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.rw,country-code,Rwanda Internet Community and Technology  Alliance (RICTA) Ltd,https://rdap.ricta.org.rw/,Yes,No
.rwe,generic,RWE AG,https://rdap.identitydigital.services/rdap/,Yes,Yes
.ryukyu,generic,"BRregistry, Inc.",https://rdap.gmoregistry.net/rdap/,Yes,No
.sa,country-code,"Communications, Space and Technology Commission",,Yes,No
.saarland,generic,dotSaarland GmbH,https://rdap.centralnic.com/saarland/,Yes,Yes
.safe,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/safe/,Yes,Yes
.safety,generic,"Safety Registry Services, LLC.",https://rdap.nic.safety/,Yes,Yes
.sakura,generic,SAKURA internet Inc.,https://rdap.nic.sakura/rdap/,Yes,No
.sale,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.salon,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.samsclub,generic,"Wal-Mart Stores, Inc.",https://rdap.nic.samsclub/,Yes,Yes
.samsung,generic,"SAMSUNG SDS CO., LTD",https://nic.samsung/rdap/,Yes,Yes
.sandvik,generic,Sandvik AB,https://rdap.nic.sandvik/,Yes,Yes
.sandvikcoromant,generic,Sandvik AB,https://rdap.nic.sandvikcoromant/,Yes,Yes
.sanofi,generic,Sanofi,https://rdap.identitydigital.services/rdap/,Yes,Yes
.sap,generic,SAP AG,https://rdap.nic.sap/,Yes,Yes
.sapo,generic,Not assigned,,No,No
.sarl,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.sas,generic,Research IP LLC,https://rdap.nic.sas/,Yes,No
.save,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/save/,Yes,Yes
.saxo,generic,Saxo Bank A/S,https://rdap.identitydigital.services/rdap/,Yes,Yes
.sb,country-code,Solomon Telekom Company Limited,,Yes,No
.sbi,generic,STATE BANK OF INDIA,https://rdap.identitydigital.services/rdap/,Yes,Yes
.sbs,generic,Shortdot SA,https://rdap.centralnic.com/sbs/,Yes,Yes
.sc,country-code,VCS Pty Ltd,,Yes,No
.sca,generic,Not assigned,,No,No
.scb,generic,"The Siam Commercial Bank Public Company Limited (""SCB"")",https://rdap.nic.scb/,Yes,Yes
.schaeffler,generic,Schaeffler Technologies AG & Co. KG,https://rdap.nic.schaeffler/,Yes,No
.schmidt,generic,SCHMIDT GROUPE S.A.S.,https://rdap.nic.schmidt/,Yes,Yes
.scholarships,generic,"Scholarships.com, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.school,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.schule,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.schwarz,generic,Schwarz Domains und Services GmbH & Co. KG,https://rdap.centralnic.com/schwarz/,Yes,Yes
.science,generic,dot Science Limited,https://rdap.nic.science/,Yes,Yes
.scjohnson,generic,Not assigned,,No,No
.scor,generic,Not assigned,,No,No
.scot,generic,Dot Scot Registry Limited,https://rdap.nic.scot/,Yes,No
.sd,country-code,Sudan Internet Society,https://rdap.nic.sd/,No,No
.se,country-code,The Internet Infrastructure Foundation,,Yes,No
.search,generic,Charleston Road Registry Inc.,https://pubapi.registry.google/rdap/,Yes,Yes
.seat,generic,"SEAT, S.A. (Sociedad Unipersonal)",https://rdap.nic.seat/,Yes,No
.secure,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/secure/,Yes,Yes
.security,generic,XYZ.COM LLC,https://rdap.centralnic.com/security/,Yes,Yes
.seek,generic,Seek Limited,https://rdap.nic.seek/,Yes,Yes
.select,generic,"Registry Services, LLC",https://rdap.nic.select/,Yes,No
.sener,generic,"Sener Ingeniería y Sistemas, S.A.",https://rdap.identitydigital.services/rdap/,Yes,Yes
.services,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.ses,generic,Not assigned,,No,No
.seven,generic,Seven West Media Ltd,https://rdap.nic.seven/,Yes,Yes
.sew,generic,SEW-EURODRIVE GmbH & Co KG,https://rdap.identitydigital.services/rdap/,Yes,No
.sex,generic,ICM Registry SX LLC,https://rdap.nic.sex/,Yes,No
.sexy,generic,Internet Naming Co.,https://whois.uniregistry.net/rdap/,Yes,Yes
.sfr,generic,Societe Francaise du Radiotelephone - SFR,https://rdap.centralnic.com/sfr/,Yes,Yes
.sg,country-code,Singapore Network Information Centre (SGNIC) Pte Ltd,,Yes,No
.sh,country-code,Government of St. Helena,,Yes,No
.shangrila,generic,Shangri-La International Hotel Management Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.sharp,generic,Sharp Corporation,https://rdap.gmoregistry.net/rdap/,Yes,Yes
.shaw,generic,Not assigned,,No,No
.shell,generic,Shell Information Technology International Inc,https://rdap.nominet.uk/shell/,Yes,Yes
.shia,generic,Emergency Back-End Registry Operator Program - ICANN,https://rdap.nominet.uk/shia/,Yes,Yes
.shiksha,generic,Identity Digital Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.shoes,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.shop,generic,"GMO Registry, Inc.",https://rdap.gmoregistry.net/rdap/,Yes,No
.shopping,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.shouji,generic,QIHOO 360 TECHNOLOGY CO. LTD.,https://rdap.teleinfo.cn/,Yes,Yes
.show,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.showtime,generic,Not assigned,,No,No
.shriram,generic,Not assigned,,No,No
.si,country-code,Academic and Research Network of Slovenia (ARNES),https://rdap.register.si/,Yes,No
.silk,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/silk/,Yes,Yes
.sina,generic,Sina Corporation,https://rdap.identitydigital.services/rdap/,Yes,Yes
.singles,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.site,generic,Radix Technologies Inc. SEZC,https://rdap.centralnic.com/site/,Yes,Yes
.sj,country-code,Norid A/S,,Yes,No
.sk,country-code,"SK-NIC, a.s.",,Yes,No
.ski,generic,Identity Digital Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.skin,generic,XYZ.COM LLC,https://rdap.centralnic.com/skin/,Yes,Yes
.sky,generic,Sky UK Limited,https://rdap.nominet.uk/sky/,Yes,Yes
.skype,generic,Microsoft Corporation,https://rdap.nominet.uk/skype/,Yes,Yes
.sl,country-code,Sierratel,,No,No
.sling,generic,DISH Technologies L.L.C.,https://rdap.mobile-registry.com/rdap/,Yes,Yes
.sm,country-code,Telecom Italia San Marino S.p.A.,,No,No
.smart,generic,"Smart Communications, Inc. (SMART)",https://rdap.centralnic.com/smart/,Yes,Yes
.smile,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/smile/,Yes,Yes
.sn,country-code,Universite Cheikh Anta Diop,,Yes,No
.sncf,generic,Société Nationale SNCF,https://rdap.nic.sncf/,Yes,Yes
.so,country-code,Ministry of Post and Telecommunications,,No,No
.soccer,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.social,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.softbank,generic,SoftBank Group Corp.,https://rdap.gmoregistry.net/rdap/,Yes,Yes
.software,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.sohu,generic,Sohu.com Limited,https://rdap.zdnsgtld.com/sohu/,Yes,Yes
.solar,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.solutions,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.song,generic,"Amazon Registry Services, Inc.",https://rdap.identitydigital.services/rdap/,Yes,Yes
.sony,generic,Sony Corporation,https://rdap.gmoregistry.net/rdap/,Yes,Yes
.soy,generic,Charleston Road Registry Inc.,https://pubapi.registry.google/rdap/,Yes,Yes
.spa,generic,Asia Spa and Wellness Promotion Council Limited,https://rdap.identitydigital.services/rdap/,Yes,No
.space,generic,Radix Technologies Inc.,https://rdap.centralnic.com/space/,Yes,Yes
.spiegel,generic,Not assigned,,No,No
.sport,generic,SportAccord,https://rdap.nic.sport/,Yes,No
.spot,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/spot/,Yes,Yes
.spreadbetting,generic,Not assigned,,No,No
.sr,country-code,Telesur,https://whois.sr/rdap/,Yes,No
.srl,generic,InterNetX Corp.,https://rdap.identitydigital.services/rdap/,Yes,Yes
.srt,generic,Not assigned,,No,No
.ss,country-code,National Communication Authority (NCA),https://rdap.nic.ss/,Yes,No
.st,country-code,Tecnisys,,No,No
.stada,generic,STADA Arzneimittel AG,https://rdap.identitydigital.services/rdap/,Yes,Yes
.staples,generic,"Staples, Inc.",https://rdap.nic.staples/,Yes,Yes
.star,generic,Star India Private Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.starhub,generic,Not assigned,,No,No
.statebank,generic,STATE BANK OF INDIA,https://rdap.identitydigital.services/rdap/,Yes,Yes
.statefarm,generic,State Farm Mutual Automobile Insurance Company,https://rdap.nic.statefarm/,Yes,No
.statoil,generic,Not assigned,,No,No
.stc,generic,Saudi Telecom Company,https://rdap.centralnic.com/stc/,Yes,Yes
.stcgroup,generic,Saudi Telecom Company,https://rdap.centralnic.com/stcgroup/,Yes,Yes
.stockholm,generic,Stockholms kommun,https://rdap.identitydigital.services/rdap/,Yes,Yes
.storage,generic,XYZ.COM LLC,https://rdap.centralnic.com/storage/,Yes,Yes
.store,generic,Radix Technologies Inc.,https://rdap.centralnic.com/store/,Yes,Yes
.stream,generic,dot Stream Limited,https://rdap.nic.stream/,Yes,Yes
.studio,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.study,generic,"Registry Services, LLC",https://rdap.nic.study/,Yes,No
.style,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.su,country-code,Russian Institute for Development of Public Networks (ROSNIIROS),,Yes,No
.sucks,generic,Vox Populi Registry Ltd.,https://rdap.nic.sucks/,Yes,No
.supplies,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.supply,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.support,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.surf,generic,"Registry Services, LLC",https://rdap.nic.surf/,Yes,No
.surgery,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.suzuki,generic,SUZUKI MOTOR CORPORATION,https://rdap.gmoregistry.net/rdap/,Yes,No
.sv,country-code,SVNet,,No,No
.swatch,generic,The Swatch Group Ltd,https://rdap.nominet.uk/swatch/,Yes,Yes
.swiftcover,generic,Not assigned,,No,No
.swiss,generic,Swiss Confederation,https://rdap.nic.swiss/,Yes,Yes
.sx,country-code,SX Registry SA B.V.,,Yes,No
.sy,country-code,National Agency for Network Services (NANS),,No,No
.sydney,generic,"State of New South Wales, Department of Premier and Cabinet",https://rdap.nic.sydney/,Yes,No
.symantec,generic,Not assigned,,No,No
.systems,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.sz,country-code,"University of Swaziland
Department of Computer Science",,No,No
.tab,generic,Tabcorp Holdings Limited,https://rdap.nic.tab/,Yes,Yes
.taipei,generic,Taipei City Government,https://rdap.nic.taipei/,Yes,No
.talk,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/talk/,Yes,Yes
.taobao,generic,Alibaba Group Holding Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.target,generic,"Target Domain Holdings, LLC",https://rdap.nic.target/,Yes,Yes
.tatamotors,generic,Tata Motors Ltd,https://rdap.identitydigital.services/rdap/,Yes,Yes
.tatar,generic,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""",https://whois.nic.tatar/rdap/,Yes,Yes
.tattoo,generic,"Registry Services, LLC",https://rdap.nic.tattoo/,Yes,No
.tax,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.taxi,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.tc,country-code,Melrex TC,,No,No
.tci,generic,Emergency Back-End Registry Operator Program - ICANN,https://rdap.nominet.uk/tci/,Yes,Yes
.td,country-code,l'Agence de Développement des Technologies de l'Information et de la Communication (ADETIC),,No,No
.tdk,generic,TDK Corporation,https://rdap.nic.tdk/,Yes,Yes
.team,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.tech,generic,Radix Technologies Inc.,https://rdap.centralnic.com/tech/,Yes,Yes
.technology,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.tel,sponsored,Telnames Ltd.,https://rdap.nic.tel/,Yes,Yes
.telecity,generic,Not assigned,,No,No
.telefonica,generic,Not assigned,,No,No
.temasek,generic,Temasek Holdings (Private) Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.tennis,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.teva,generic,Teva Pharmaceutical Industries Limited,https://rdap.nic.teva/,Yes,Yes
.tf,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://rdap.nic.tf/,Yes,No
.tg,country-code,Autorité de Régulation des Communications Electroniques et des Postes (ARCEP),,No,No
.th,country-code,Thai Network Information Center Foundation,https://rdap.thains.co.th/,Yes,No
.thd,generic,"Home Depot Product Authority, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.theater,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.theatre,generic,XYZ.COM LLC,https://rdap.centralnic.com/theatre/,Yes,Yes
.tiaa,generic,Teachers Insurance and Annuity Association of America,https://rdap.identitydigital.services/rdap/,Yes,Yes
.tickets,generic,XYZ.COM LLC,https://rdap.centralnic.com/tickets/,Yes,Yes
.tienda,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.tiffany,generic,Not assigned,,No,No
.tips,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.tires,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.tirol,generic,punkt Tirol GmbH,https://rdap.ryce-rsp.com/rdap/,Yes,No
.tj,country-code,Information Technology Center,,No,No
.tjmaxx,generic,"The TJX Companies, Inc.",https://rdap.nic.tjmaxx/,Yes,No
.tjx,generic,"The TJX Companies, Inc.",https://rdap.nic.tjx/,Yes,No
.tk,country-code,Telecommunication Tokelau Corporation (Teletok),,No,No
.tkmaxx,generic,"The TJX Companies, Inc.",https://rdap.nic.tkmaxx/,Yes,No
.tl,country-code,Autoridade Nacional de Comunicações,,Yes,No
.tm,country-code,TM Domain Registry Ltd,,Yes,No
.tmall,generic,Alibaba Group Holding Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.tn,country-code,Agence Tunisienne d'Internet,,Yes,No
.to,country-code,"Government of the Kingdom of Tonga, H.R.H. Crown Prince Tupouto'a, c/o Consulate of Tonga",https://rdap.tonicregistry.to/rdap/,No,No
.today,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.tokyo,generic,"GMO Registry, Inc.",https://rdap.gmoregistry.net/rdap/,Yes,No
.tools,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.top,generic,.TOP Registry,https://rdap.zdnsgtld.com/top/,Yes,No
.toray,generic,"Toray Industries, Inc.",https://rdap.gmoregistry.net/rdap/,Yes,Yes
.toshiba,generic,TOSHIBA Corporation,https://rdap.gmoregistry.net/rdap/,Yes,No
.total,generic,TotalEnergies SE,https://rdap.nic.total/,Yes,No
.tours,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.town,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.toyota,generic,TOYOTA MOTOR CORPORATION,https://rdap.gmoregistry.net/rdap/,Yes,Yes
.toys,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.tp,country-code,Not assigned,,No,No
.tr,country-code,Bilgi Teknolojileri ve İletişim Kurumu (BTK),,Yes,No
.trade,generic,Elite Registry Limited,https://rdap.nic.trade/,Yes,Yes
.trading,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.training,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.travel,sponsored,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.travelchannel,generic,Not assigned,,No,No
.travelers,generic,"Travelers TLD, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.travelersinsurance,generic,"Travelers TLD, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.trust,generic,Internet Naming Co.,https://whois.uniregistry.net/rdap/,Yes,Yes
.trv,generic,"Travelers TLD, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.tt,country-code,"University of the West Indies, Faculty of Engineering",,Yes,No
.tube,generic,Latin American Telecom LLC,https://rdap.nic.tube/,Yes,Yes
.tui,generic,TUI AG,https://rdap.centralnic.com/tui/,Yes,Yes
.tunes,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/tunes/,Yes,Yes
.tushu,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/tushu/,Yes,Yes
.tv,country-code,"Ministry of Justice, Communications and Foreign Affairs",https://rdap.nic.tv/,Yes,No
.tvs,generic,T V SUNDRAM IYENGAR  & SONS PRIVATE LIMITED,https://rdap.identitydigital.services/rdap/,Yes,Yes
.tw,country-code,Taiwan Network Information Center (TWNIC),https://ccrdap.twnic.tw/tw/,Yes,No
.tz,country-code,Tanzania Communications Regulatory Authority,https://whois.tznic.or.tz/rdap/,Yes,No
.ua,country-code,Hostmaster Ltd.,https://rdap.hostmaster.ua/,Yes,No
.ubank,generic,National Australia Bank Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.ubs,generic,UBS AG,https://rdap.identitydigital.services/rdap/,Yes,Yes
.uconnect,generic,Not assigned,,No,No
.ug,country-code,Uganda Online Ltd.,,Yes,No
.uk,country-code,Nominet UK,https://rdap.nominet.uk/uk/,Yes,No
.um,country-code,Not assigned,,No,No
.unicom,generic,China United Network Communications Corporation Limited,https://rdap.zdnsgtld.com/unicom/,Yes,Yes
.university,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.uno,generic,Radix Technologies Inc.,https://rdap.centralnic.com/uno/,Yes,Yes
.uol,generic,UBN INTERNET LTDA.,https://rdap.gtlds.nic.br/,Yes,Yes
.ups,generic,"UPS Market Driver, Inc.",https://rdap.identitydigital.services/rdap/,Yes,Yes
.us,country-code,"Registry Services, LLC",,Yes,No
.uy,country-code,SeCIU - Universidad de la Republica,,Yes,No
.uz,country-code,Single Integrator for Creation and Support of State Information Systems UZINFOCOM,https://rdap.cctld.uz/,Yes,No
.va,country-code,Holy See - Vatican City State,,No,No
.vacations,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vana,generic,D3 Registry LLC,https://rdap.nic.vana/rdap/,Yes,Yes
.vanguard,generic,"The Vanguard Group, Inc.",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vc,country-code,"Ministry of Telecommunications, Science, Technology and Industry",,Yes,No
.ve,country-code,Comisión Nacional de Telecomunicaciones (CONATEL),,Yes,No
.vegas,generic,"Dot Vegas, Inc.",https://rdap.identitydigital.services/rdap/,Yes,Yes
.ventures,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.verisign,generic,"VeriSign, Inc.",https://tld-rdap.verisign.com/verisign/v1/,Yes,No
.versicherung,generic,tldbox GmbH,https://rdap.nic.versicherung/v1/,Yes,No
.vet,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vg,country-code,Telecommunications Regulatory Commission of the Virgin Islands,https://rdap.centralnic.com/vg/,No,No
.vi,country-code,"Virgin Islands Public Telecommunications System, Inc.",https://rdap.nic.vi/,No,No
.viajes,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.video,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vig,generic,VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe,https://rdap.identitydigital.services/rdap/,Yes,Yes
.viking,generic,Viking River Cruises (Bermuda) Ltd.,https://rdap.identitydigital.services/rdap/,Yes,Yes
.villas,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vin,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vip,generic,"Registry Services, LLC",https://rdap.nic.vip/,Yes,No
.virgin,generic,Virgin Enterprises Limited,https://rdap.nominet.uk/virgin/,Yes,Yes
.visa,generic,Visa Worldwide Pte. Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.vision,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vista,generic,Not assigned,,No,No
.vistaprint,generic,Not assigned,,No,No
.viva,generic,Saudi Telecom Company,https://rdap.centralnic.com/viva/,Yes,Yes
.vivo,generic,Telefonica Brasil S.A.,https://rdap.nic.vivo/,Yes,No
.vlaanderen,generic,DNS.be vzw,https://rdap.nic.vlaanderen/,Yes,Yes
.vn,country-code,Viet Nam Internet Network Information Center (VNNIC),,Yes,No
.vodka,generic,"Registry Services, LLC",https://rdap.nic.vodka/,Yes,No
.volkswagen,generic,Not assigned,,No,No
